"Notes"	"Year"	"Year Code"	"Month"	"Month Code"	"Weekday"	"Weekday Code"	"Plurality or Multiple Birth"	"Plurality or Multiple Birth Code"	Births
"Total"	"2014"	"2014"	"March"	"3"					19489
	"2014"	"2014"	"April"	"4"	"Sunday"	"1"	"Single"	"1"	1789
	"2014"	"2014"	"April"	"4"	"Sunday"	"1"	"Twin"	"2"	38
"Total"	"2014"	"2014"	"April"	"4"	"Sunday"	"1"			1827
	"2014"	"2014"	"April"	"4"	"Monday"	"2"	"Single"	"1"	2430
	"2014"	"2014"	"April"	"4"	"Monday"	"2"	"Twin"	"2"	122
"Total"	"2014"	"2014"	"April"	"4"	"Monday"	"2"			2552
	"2014"	"2014"	"April"	"4"	"Tuesday"	"3"	"Single"	"1"	3342
	"2014"	"2014"	"April"	"4"	"Tuesday"	"3"	"Twin"	"2"	153
"Total"	"2014"	"2014"	"April"	"4"	"Tuesday"	"3"			3498
	"2014"	"2014"	"April"	"4"	"Wednesday"	"4"	"Single"	"1"	3182
	"2014"	"2014"	"April"	"4"	"Wednesday"	"4"	"Twin"	"2"	138
"Total"	"2014"	"2014"	"April"	"4"	"Wednesday"	"4"			3326
	"2014"	"2014"	"April"	"4"	"Thursday"	"5"	"Single"	"1"	2671
	"2014"	"2014"	"April"	"4"	"Thursday"	"5"	"Twin"	"2"	108
"Total"	"2014"	"2014"	"April"	"4"	"Thursday"	"5"			2785
	"2014"	"2014"	"April"	"4"	"Friday"	"6"	"Single"	"1"	2690
	"2014"	"2014"	"April"	"4"	"Friday"	"6"	"Twin"	"2"	129
"Total"	"2014"	"2014"	"April"	"4"	"Friday"	"6"			2820
	"2014"	"2014"	"April"	"4"	"Saturday"	"7"	"Single"	"1"	1922
	"2014"	"2014"	"April"	"4"	"Saturday"	"7"	"Twin"	"2"	52
"Total"	"2014"	"2014"	"April"	"4"	"Saturday"	"7"			1982
"Total"	"2014"	"2014"	"April"	"4"					18790
	"2014"	"2014"	"May"	"5"	"Sunday"	"1"	"Single"	"1"	1895
	"2014"	"2014"	"May"	"5"	"Sunday"	"1"	"Twin"	"2"	47
"Total"	"2014"	"2014"	"May"	"5"	"Sunday"	"1"			1942
	"2014"	"2014"	"May"	"5"	"Monday"	"2"	"Single"	"1"	2486
	"2014"	"2014"	"May"	"5"	"Monday"	"2"	"Twin"	"2"	73
"Total"	"2014"	"2014"	"May"	"5"	"Monday"	"2"			2559
	"2014"	"2014"	"May"	"5"	"Tuesday"	"3"	"Single"	"1"	2806
	"2014"	"2014"	"May"	"5"	"Tuesday"	"3"	"Twin"	"2"	104
"Total"	"2014"	"2014"	"May"	"5"	"Tuesday"	"3"			2919
	"2014"	"2014"	"May"	"5"	"Wednesday"	"4"	"Single"	"1"	2836
	"2014"	"2014"	"May"	"5"	"Wednesday"	"4"	"Twin"	"2"	114
"Total"	"2014"	"2014"	"May"	"5"	"Wednesday"	"4"			2953
	"2014"	"2014"	"May"	"5"	"Thursday"	"5"	"Single"	"1"	3435
	"2014"	"2014"	"May"	"5"	"Thursday"	"5"	"Twin"	"2"	177
	"2014"	"2014"	"May"	"5"	"Thursday"	"5"	"Triplet"	"3"	15
"Total"	"2014"	"2014"	"May"	"5"	"Thursday"	"5"			3627
	"2014"	"2014"	"May"	"5"	"Friday"	"6"	"Single"	"1"	3578
	"2014"	"2014"	"May"	"5"	"Friday"	"6"	"Twin"	"2"	143
"Total"	"2014"	"2014"	"May"	"5"	"Friday"	"6"			3730
	"2014"	"2014"	"May"	"5"	"Saturday"	"7"	"Single"	"1"	2656
	"2014"	"2014"	"May"	"5"	"Saturday"	"7"	"Twin"	"2"	90
"Total"	"2014"	"2014"	"May"	"5"	"Saturday"	"7"			2749
"Total"	"2014"	"2014"	"May"	"5"					20479
	"2014"	"2014"	"June"	"6"	"Sunday"	"1"	"Single"	"1"	2351
	"2014"	"2014"	"June"	"6"	"Sunday"	"1"	"Twin"	"2"	96
	"2014"	"2014"	"June"	"6"	"Sunday"	"1"	"Triplet"	"3"	12
"Total"	"2014"	"2014"	"June"	"6"	"Sunday"	"1"			2459
	"2014"	"2014"	"June"	"6"	"Monday"	"2"	"Single"	"1"	3324
	"2014"	"2014"	"June"	"6"	"Monday"	"2"	"Twin"	"2"	154
"Total"	"2014"	"2014"	"June"	"6"	"Monday"	"2"			3491
	"2014"	"2014"	"June"	"6"	"Tuesday"	"3"	"Single"	"1"	2890
	"2014"	"2014"	"June"	"6"	"Tuesday"	"3"	"Twin"	"2"	148
"Total"	"2014"	"2014"	"June"	"6"	"Tuesday"	"3"			3038
	"2014"	"2014"	"June"	"6"	"Wednesday"	"4"	"Single"	"1"	2870
	"2014"	"2014"	"June"	"6"	"Wednesday"	"4"	"Twin"	"2"	99
"Total"	"2014"	"2014"	"June"	"6"	"Wednesday"	"4"			2972
	"2014"	"2014"	"June"	"6"	"Thursday"	"5"	"Single"	"1"	2819
	"2014"	"2014"	"June"	"6"	"Thursday"	"5"	"Twin"	"2"	118
"Total"	"2014"	"2014"	"June"	"6"	"Thursday"	"5"			2940
	"2014"	"2014"	"June"	"6"	"Friday"	"6"	"Single"	"1"	2866
	"2014"	"2014"	"June"	"6"	"Friday"	"6"	"Twin"	"2"	127
"Total"	"2014"	"2014"	"June"	"6"	"Friday"	"6"			3002
	"2014"	"2014"	"June"	"6"	"Saturday"	"7"	"Single"	"1"	2039
	"2014"	"2014"	"June"	"6"	"Saturday"	"7"	"Twin"	"2"	56
"Total"	"2014"	"2014"	"June"	"6"	"Saturday"	"7"			2100
"Total"	"2014"	"2014"	"June"	"6"					20002
	"2014"	"2014"	"July"	"7"	"Sunday"	"1"	"Single"	"1"	2022
	"2014"	"2014"	"July"	"7"	"Sunday"	"1"	"Twin"	"2"	58
"Total"	"2014"	"2014"	"July"	"7"	"Sunday"	"1"			2086
	"2014"	"2014"	"July"	"7"	"Monday"	"2"	"Single"	"1"	2712
	"2014"	"2014"	"July"	"7"	"Monday"	"2"	"Twin"	"2"	127
"Total"	"2014"	"2014"	"July"	"7"	"Monday"	"2"			2845
	"2014"	"2014"	"July"	"7"	"Tuesday"	"3"	"Single"	"1"	3858
	"2014"	"2014"	"July"	"7"	"Tuesday"	"3"	"Twin"	"2"	124
"Total"	"2014"	"2014"	"July"	"7"	"Tuesday"	"3"			3991
	"2014"	"2014"	"July"	"7"	"Wednesday"	"4"	"Single"	"1"	3655
	"2014"	"2014"	"July"	"7"	"Wednesday"	"4"	"Twin"	"2"	129
"Total"	"2014"	"2014"	"July"	"7"	"Wednesday"	"4"			3787
	"2014"	"2014"	"July"	"7"	"Thursday"	"5"	"Single"	"1"	3693
	"2014"	"2014"	"July"	"7"	"Thursday"	"5"	"Twin"	"2"	144
"Total"	"2014"	"2014"	"July"	"7"	"Thursday"	"5"			3840
	"2014"	"2014"	"July"	"7"	"Friday"	"6"	"Single"	"1"	2739
	"2014"	"2014"	"July"	"7"	"Friday"	"6"	"Twin"	"2"	91
"Total"	"2014"	"2014"	"July"	"7"	"Friday"	"6"			2833
	"2014"	"2014"	"July"	"7"	"Saturday"	"7"	"Single"	"1"	2089
	"2014"	"2014"	"July"	"7"	"Saturday"	"7"	"Twin"	"2"	82
"Total"	"2014"	"2014"	"July"	"7"	"Saturday"	"7"			2171
"Total"	"2014"	"2014"	"July"	"7"					21553
	"2014"	"2014"	"August"	"8"	"Sunday"	"1"	"Single"	"1"	2461
	"2014"	"2014"	"August"	"8"	"Sunday"	"1"	"Twin"	"2"	60
"Total"	"2014"	"2014"	"August"	"8"	"Sunday"	"1"			2521
	"2014"	"2014"	"August"	"8"	"Monday"	"2"	"Single"	"1"	2680
	"2014"	"2014"	"August"	"8"	"Monday"	"2"	"Twin"	"2"	108
"Total"	"2014"	"2014"	"August"	"8"	"Monday"	"2"			2797
	"2014"	"2014"	"August"	"8"	"Tuesday"	"3"	"Single"	"1"	2952
	"2014"	"2014"	"August"	"8"	"Tuesday"	"3"	"Twin"	"2"	111
"Total"	"2014"	"2014"	"August"	"8"	"Tuesday"	"3"			3063
	"2014"	"2014"	"August"	"8"	"Wednesday"	"4"	"Single"	"1"	3004
	"2014"	"2014"	"August"	"8"	"Wednesday"	"4"	"Twin"	"2"	107
"Total"	"2014"	"2014"	"August"	"8"	"Wednesday"	"4"			3114
	"2014"	"2014"	"August"	"8"	"Thursday"	"5"	"Single"	"1"	2947
	"2014"	"2014"	"August"	"8"	"Thursday"	"5"	"Twin"	"2"	122
	"2014"	"2014"	"August"	"8"	"Thursday"	"5"	"Triplet"	"3"	12
"Total"	"2014"	"2014"	"August"	"8"	"Thursday"	"5"			3081
	"2014"	"2014"	"August"	"8"	"Friday"	"6"	"Single"	"1"	3739
	"2014"	"2014"	"August"	"8"	"Friday"	"6"	"Twin"	"2"	148
"Total"	"2014"	"2014"	"August"	"8"	"Friday"	"6"			3887
	"2014"	"2014"	"August"	"8"	"Saturday"	"7"	"Single"	"1"	2712
	"2014"	"2014"	"August"	"8"	"Saturday"	"7"	"Twin"	"2"	85
	"2014"	"2014"	"August"	"8"	"Saturday"	"7"	"Triplet"	"3"	15
"Total"	"2014"	"2014"	"August"	"8"	"Saturday"	"7"			2812
"Total"	"2014"	"2014"	"August"	"8"					21275
	"2014"	"2014"	"September"	"9"	"Sunday"	"1"	"Single"	"1"	2106
	"2014"	"2014"	"September"	"9"	"Sunday"	"1"	"Twin"	"2"	56
"Total"	"2014"	"2014"	"September"	"9"	"Sunday"	"1"			2162
	"2014"	"2014"	"September"	"9"	"Monday"	"2"	"Single"	"1"	3346
	"2014"	"2014"	"September"	"9"	"Monday"	"2"	"Twin"	"2"	115
"Total"	"2014"	"2014"	"September"	"9"	"Monday"	"2"			3464
	"2014"	"2014"	"September"	"9"	"Tuesday"	"3"	"Single"	"1"	3614
	"2014"	"2014"	"September"	"9"	"Tuesday"	"3"	"Twin"	"2"	155
"Total"	"2014"	"2014"	"September"	"9"	"Tuesday"	"3"			3778
	"2014"	"2014"	"September"	"9"	"Wednesday"	"4"	"Single"	"1"	2900
	"2014"	"2014"	"September"	"9"	"Wednesday"	"4"	"Twin"	"2"	132
"Total"	"2014"	"2014"	"September"	"9"	"Wednesday"	"4"			3032
	"2014"	"2014"	"September"	"9"	"Thursday"	"5"	"Single"	"1"	2895
	"2014"	"2014"	"September"	"9"	"Thursday"	"5"	"Twin"	"2"	117
"Total"	"2014"	"2014"	"September"	"9"	"Thursday"	"5"			3015
	"2014"	"2014"	"September"	"9"	"Friday"	"6"	"Single"	"1"	3051
	"2014"	"2014"	"September"	"9"	"Friday"	"6"	"Twin"	"2"	100
"Total"	"2014"	"2014"	"September"	"9"	"Friday"	"6"			3151
	"2014"	"2014"	"September"	"9"	"Saturday"	"7"	"Single"	"1"	2298
	"2014"	"2014"	"September"	"9"	"Saturday"	"7"	"Twin"	"2"	50
"Total"	"2014"	"2014"	"September"	"9"	"Saturday"	"7"			2351
"Total"	"2014"	"2014"	"September"	"9"					20953
	"2014"	"2014"	"October"	"10"	"Sunday"	"1"	"Single"	"1"	1941
	"2014"	"2014"	"October"	"10"	"Sunday"	"1"	"Twin"	"2"	50
"Total"	"2014"	"2014"	"October"	"10"	"Sunday"	"1"			1991
	"2014"	"2014"	"October"	"10"	"Monday"	"2"	"Single"	"1"	2654
	"2014"	"2014"	"October"	"10"	"Monday"	"2"	"Twin"	"2"	122
"Total"	"2014"	"2014"	"October"	"10"	"Monday"	"2"			2779
	"2014"	"2014"	"October"	"10"	"Tuesday"	"3"	"Single"	"1"	2789
	"2014"	"2014"	"October"	"10"	"Tuesday"	"3"	"Twin"	"2"	121
"Total"	"2014"	"2014"	"October"	"10"	"Tuesday"	"3"			2913
	"2014"	"2014"	"October"	"10"	"Wednesday"	"4"	"Single"	"1"	3459
	"2014"	"2014"	"October"	"10"	"Wednesday"	"4"	"Twin"	"2"	98
"Total"	"2014"	"2014"	"October"	"10"	"Wednesday"	"4"			3560
	"2014"	"2014"	"October"	"10"	"Thursday"	"5"	"Single"	"1"	3401
	"2014"	"2014"	"October"	"10"	"Thursday"	"5"	"Twin"	"2"	147
"Total"	"2014"	"2014"	"October"	"10"	"Thursday"	"5"			3548
	"2014"	"2014"	"October"	"10"	"Friday"	"6"	"Single"	"1"	3253
	"2014"	"2014"	"October"	"10"	"Friday"	"6"	"Twin"	"2"	178
"Total"	"2014"	"2014"	"October"	"10"	"Friday"	"6"			3431
	"2014"	"2014"	"October"	"10"	"Saturday"	"7"	"Single"	"1"	2050
	"2014"	"2014"	"October"	"10"	"Saturday"	"7"	"Twin"	"2"	52
"Total"	"2014"	"2014"	"October"	"10"	"Saturday"	"7"			2102
"Total"	"2014"	"2014"	"October"	"10"					20324
	"2014"	"2014"	"November"	"11"	"Sunday"	"1"	"Single"	"1"	2312
	"2014"	"2014"	"November"	"11"	"Sunday"	"1"	"Twin"	"2"	99
"Total"	"2014"	"2014"	"November"	"11"	"Sunday"	"1"			2411
	"2014"	"2014"	"November"	"11"	"Monday"	"2"	"Single"	"1"	2613
	"2014"	"2014"	"November"	"11"	"Monday"	"2"	"Twin"	"2"	128
"Total"	"2014"	"2014"	"November"	"11"	"Monday"	"2"			2747
	"2014"	"2014"	"November"	"11"	"Tuesday"	"3"	"Single"	"1"	2788
	"2014"	"2014"	"November"	"11"	"Tuesday"	"3"	"Twin"	"2"	103
"Total"	"2014"	"2014"	"November"	"11"	"Tuesday"	"3"			2899
	"2014"	"2014"	"November"	"11"	"Wednesday"	"4"	"Single"	"1"	2637
	"2014"	"2014"	"November"	"11"	"Wednesday"	"4"	"Twin"	"2"	92
	"2014"	"2014"	"November"	"11"	"Wednesday"	"4"	"Triplet"	"3"	14
"Total"	"2014"	"2014"	"November"	"11"	"Wednesday"	"4"			2743
	"2014"	"2014"	"November"	"11"	"Thursday"	"5"	"Single"	"1"	2501
	"2014"	"2014"	"November"	"11"	"Thursday"	"5"	"Twin"	"2"	87
"Total"	"2014"	"2014"	"November"	"11"	"Thursday"	"5"			2591
	"2014"	"2014"	"November"	"11"	"Friday"	"6"	"Single"	"1"	2670
	"2014"	"2014"	"November"	"11"	"Friday"	"6"	"Twin"	"2"	111
"Total"	"2014"	"2014"	"November"	"11"	"Friday"	"6"			2787
	"2014"	"2014"	"November"	"11"	"Saturday"	"7"	"Single"	"1"	2527
	"2014"	"2014"	"November"	"11"	"Saturday"	"7"	"Twin"	"2"	69
"Total"	"2014"	"2014"	"November"	"11"	"Saturday"	"7"			2600
"Total"	"2014"	"2014"	"November"	"11"					18778
	"2014"	"2014"	"December"	"12"	"Sunday"	"1"	"Single"	"1"	1835
	"2014"	"2014"	"December"	"12"	"Sunday"	"1"	"Twin"	"2"	76
"Total"	"2014"	"2014"	"December"	"12"	"Sunday"	"1"			1913
	"2014"	"2014"	"December"	"12"	"Monday"	"2"	"Single"	"1"	3234
	"2014"	"2014"	"December"	"12"	"Monday"	"2"	"Twin"	"2"	143
"Total"	"2014"	"2014"	"December"	"12"	"Monday"	"2"			3380
	"2014"	"2014"	"December"	"12"	"Tuesday"	"3"	"Single"	"1"	3455
	"2014"	"2014"	"December"	"12"	"Tuesday"	"3"	"Twin"	"2"	164
"Total"	"2014"	"2014"	"December"	"12"	"Tuesday"	"3"			3619
	"2014"	"2014"	"December"	"12"	"Wednesday"	"4"	"Single"	"1"	3396
	"2014"	"2014"	"December"	"12"	"Wednesday"	"4"	"Twin"	"2"	164
"Total"	"2014"	"2014"	"December"	"12"	"Wednesday"	"4"			3566
	"2014"	"2014"	"December"	"12"	"Thursday"	"5"	"Single"	"1"	2430
	"2014"	"2014"	"December"	"12"	"Thursday"	"5"	"Twin"	"2"	96
"Total"	"2014"	"2014"	"December"	"12"	"Thursday"	"5"			2529
	"2014"	"2014"	"December"	"12"	"Friday"	"6"	"Single"	"1"	2652
	"2014"	"2014"	"December"	"12"	"Friday"	"6"	"Twin"	"2"	126
"Total"	"2014"	"2014"	"December"	"12"	"Friday"	"6"			2778
	"2014"	"2014"	"December"	"12"	"Saturday"	"7"	"Single"	"1"	2146
	"2014"	"2014"	"December"	"12"	"Saturday"	"7"	"Twin"	"2"	69
"Total"	"2014"	"2014"	"December"	"12"	"Saturday"	"7"			2218
"Total"	"2014"	"2014"	"December"	"12"					20003
"Total"	"2014"	"2014"							238773
	"2015"	"2015"	"January"	"1"	"Sunday"	"1"	"Single"	"1"	1727
	"2015"	"2015"	"January"	"1"	"Sunday"	"1"	"Twin"	"2"	65
"Total"	"2015"	"2015"	"January"	"1"	"Sunday"	"1"			1795
	"2015"	"2015"	"January"	"1"	"Monday"	"2"	"Single"	"1"	2425
	"2015"	"2015"	"January"	"1"	"Monday"	"2"	"Twin"	"2"	102
"Total"	"2015"	"2015"	"January"	"1"	"Monday"	"2"			2527
	"2015"	"2015"	"January"	"1"	"Tuesday"	"3"	"Single"	"1"	2584
	"2015"	"2015"	"January"	"1"	"Tuesday"	"3"	"Twin"	"2"	81
"Total"	"2015"	"2015"	"January"	"1"	"Tuesday"	"3"			2665
	"2015"	"2015"	"January"	"1"	"Wednesday"	"4"	"Single"	"1"	2666
	"2015"	"2015"	"January"	"1"	"Wednesday"	"4"	"Twin"	"2"	95
	"2015"	"2015"	"January"	"1"	"Wednesday"	"4"	"Triplet"	"3"	12
"Total"	"2015"	"2015"	"January"	"1"	"Wednesday"	"4"			2773
	"2015"	"2015"	"January"	"1"	"Thursday"	"5"	"Single"	"1"	3115
	"2015"	"2015"	"January"	"1"	"Thursday"	"5"	"Twin"	"2"	112
"Total"	"2015"	"2015"	"January"	"1"	"Thursday"	"5"			3233
	"2015"	"2015"	"January"	"1"	"Friday"	"6"	"Single"	"1"	3333
	"2015"	"2015"	"January"	"1"	"Friday"	"6"	"Twin"	"2"	120
"Total"	"2015"	"2015"	"January"	"1"	"Friday"	"6"			3455
	"2015"	"2015"	"January"	"1"	"Saturday"	"7"	"Single"	"1"	2546
	"2015"	"2015"	"January"	"1"	"Saturday"	"7"	"Twin"	"2"	85
"Total"	"2015"	"2015"	"January"	"1"	"Saturday"	"7"			2631
"Total"	"2015"	"2015"	"January"	"1"					19079
	"2015"	"2015"	"February"	"2"	"Sunday"	"1"	"Single"	"1"	1864
	"2015"	"2015"	"February"	"2"	"Sunday"	"1"	"Twin"	"2"	35
"Total"	"2015"	"2015"	"February"	"2"	"Sunday"	"1"			1899
	"2015"	"2015"	"February"	"2"	"Monday"	"2"	"Single"	"1"	2546
	"2015"	"2015"	"February"	"2"	"Monday"	"2"	"Twin"	"2"	99
"Total"	"2015"	"2015"	"February"	"2"	"Monday"	"2"			2645
	"2015"	"2015"	"February"	"2"	"Tuesday"	"3"	"Single"	"1"	2665
	"2015"	"2015"	"February"	"2"	"Tuesday"	"3"	"Twin"	"2"	130
"Total"	"2015"	"2015"	"February"	"2"	"Tuesday"	"3"			2795
	"2015"	"2015"	"February"	"2"	"Wednesday"	"4"	"Single"	"1"	2692
	"2015"	"2015"	"February"	"2"	"Wednesday"	"4"	"Twin"	"2"	123
"Total"	"2015"	"2015"	"February"	"2"	"Wednesday"	"4"			2818
	"2015"	"2015"	"February"	"2"	"Thursday"	"5"	"Single"	"1"	2676
	"2015"	"2015"	"February"	"2"	"Thursday"	"5"	"Twin"	"2"	113
"Total"	"2015"	"2015"	"February"	"2"	"Thursday"	"5"			2792
	"2015"	"2015"	"February"	"2"	"Friday"	"6"	"Single"	"1"	2571
	"2015"	"2015"	"February"	"2"	"Friday"	"6"	"Twin"	"2"	97
	"2015"	"2015"	"February"	"2"	"Friday"	"6"	"Triplet"	"3"	11
"Total"	"2015"	"2015"	"February"	"2"	"Friday"	"6"			2679
	"2015"	"2015"	"February"	"2"	"Saturday"	"7"	"Single"	"1"	2040
	"2015"	"2015"	"February"	"2"	"Saturday"	"7"	"Twin"	"2"	59
"Total"	"2015"	"2015"	"February"	"2"	"Saturday"	"7"			2108
"Total"	"2015"	"2015"	"February"	"2"					17736
	"2015"	"2015"	"March"	"3"	"Sunday"	"1"	"Single"	"1"	2411
	"2015"	"2015"	"March"	"3"	"Sunday"	"1"	"Twin"	"2"	49
"Total"	"2015"	"2015"	"March"	"3"	"Sunday"	"1"			2460
	"2015"	"2015"	"March"	"3"	"Monday"	"2"	"Single"	"1"	3230
	"2015"	"2015"	"March"	"3"	"Monday"	"2"	"Twin"	"2"	123
"Total"	"2015"	"2015"	"March"	"3"	"Monday"	"2"			3356
	"2015"	"2015"	"March"	"3"	"Tuesday"	"3"	"Single"	"1"	3435
	"2015"	"2015"	"March"	"3"	"Tuesday"	"3"	"Twin"	"2"	163
"Total"	"2015"	"2015"	"March"	"3"	"Tuesday"	"3"			3598
	"2015"	"2015"	"March"	"3"	"Wednesday"	"4"	"Single"	"1"	2675
	"2015"	"2015"	"March"	"3"	"Wednesday"	"4"	"Twin"	"2"	120
	"2015"	"2015"	"March"	"3"	"Wednesday"	"4"	"Triplet"	"3"	12
"Total"	"2015"	"2015"	"March"	"3"	"Wednesday"	"4"			2807
	"2015"	"2015"	"March"	"3"	"Thursday"	"5"	"Single"	"1"	2671
	"2015"	"2015"	"March"	"3"	"Thursday"	"5"	"Twin"	"2"	104
"Total"	"2015"	"2015"	"March"	"3"	"Thursday"	"5"			2775
	"2015"	"2015"	"March"	"3"	"Friday"	"6"	"Single"	"1"	2579
	"2015"	"2015"	"March"	"3"	"Friday"	"6"	"Twin"	"2"	108
"Total"	"2015"	"2015"	"March"	"3"	"Friday"	"6"			2687
	"2015"	"2015"	"March"	"3"	"Saturday"	"7"	"Single"	"1"	1984
	"2015"	"2015"	"March"	"3"	"Saturday"	"7"	"Twin"	"2"	52
"Total"	"2015"	"2015"	"March"	"3"	"Saturday"	"7"			2036
"Total"	"2015"	"2015"	"March"	"3"					19719
	"2015"	"2015"	"April"	"4"	"Sunday"	"1"	"Single"	"1"	1838
	"2015"	"2015"	"April"	"4"	"Sunday"	"1"	"Twin"	"2"	43
"Total"	"2015"	"2015"	"April"	"4"	"Sunday"	"1"			1881
	"2015"	"2015"	"April"	"4"	"Monday"	"2"	"Single"	"1"	2522
	"2015"	"2015"	"April"	"4"	"Monday"	"2"	"Twin"	"2"	124
"Total"	"2015"	"2015"	"April"	"4"	"Monday"	"2"			2652
	"2015"	"2015"	"April"	"4"	"Tuesday"	"3"	"Single"	"1"	2786
	"2015"	"2015"	"April"	"4"	"Tuesday"	"3"	"Twin"	"2"	132
"Total"	"2015"	"2015"	"April"	"4"	"Tuesday"	"3"			2918
	"2015"	"2015"	"April"	"4"	"Wednesday"	"4"	"Single"	"1"	3399
	"2015"	"2015"	"April"	"4"	"Wednesday"	"4"	"Twin"	"2"	126
"Total"	"2015"	"2015"	"April"	"4"	"Wednesday"	"4"			3531
	"2015"	"2015"	"April"	"4"	"Thursday"	"5"	"Single"	"1"	3424
	"2015"	"2015"	"April"	"4"	"Thursday"	"5"	"Twin"	"2"	129
"Total"	"2015"	"2015"	"April"	"4"	"Thursday"	"5"			3553
	"2015"	"2015"	"April"	"4"	"Friday"	"6"	"Single"	"1"	2593
	"2015"	"2015"	"April"	"4"	"Friday"	"6"	"Twin"	"2"	119
"Total"	"2015"	"2015"	"April"	"4"	"Friday"	"6"			2715
	"2015"	"2015"	"April"	"4"	"Saturday"	"7"	"Single"	"1"	2021
	"2015"	"2015"	"April"	"4"	"Saturday"	"7"	"Twin"	"2"	63
"Total"	"2015"	"2015"	"April"	"4"	"Saturday"	"7"			2084
"Total"	"2015"	"2015"	"April"	"4"					19334
	"2015"	"2015"	"May"	"5"	"Sunday"	"1"	"Single"	"1"	2332
	"2015"	"2015"	"May"	"5"	"Sunday"	"1"	"Twin"	"2"	81
"Total"	"2015"	"2015"	"May"	"5"	"Sunday"	"1"			2413
	"2015"	"2015"	"May"	"5"	"Monday"	"2"	"Single"	"1"	2479
	"2015"	"2015"	"May"	"5"	"Monday"	"2"	"Twin"	"2"	96
"Total"	"2015"	"2015"	"May"	"5"	"Monday"	"2"			2581
	"2015"	"2015"	"May"	"5"	"Tuesday"	"3"	"Single"	"1"	2890
	"2015"	"2015"	"May"	"5"	"Tuesday"	"3"	"Twin"	"2"	108
"Total"	"2015"	"2015"	"May"	"5"	"Tuesday"	"3"			3004
	"2015"	"2015"	"May"	"5"	"Wednesday"	"4"	"Single"	"1"	2845
	"2015"	"2015"	"May"	"5"	"Wednesday"	"4"	"Twin"	"2"	115
"Total"	"2015"	"2015"	"May"	"5"	"Wednesday"	"4"			2970
	"2015"	"2015"	"May"	"5"	"Thursday"	"5"	"Single"	"1"	2806
	"2015"	"2015"	"May"	"5"	"Thursday"	"5"	"Twin"	"2"	118
"Total"	"2015"	"2015"	"May"	"5"	"Thursday"	"5"			2927
	"2015"	"2015"	"May"	"5"	"Friday"	"6"	"Single"	"1"	3675
	"2015"	"2015"	"May"	"5"	"Friday"	"6"	"Twin"	"2"	164
"Total"	"2015"	"2015"	"May"	"5"	"Friday"	"6"			3844
	"2015"	"2015"	"May"	"5"	"Saturday"	"7"	"Single"	"1"	2541
	"2015"	"2015"	"May"	"5"	"Saturday"	"7"	"Twin"	"2"	76
"Total"	"2015"	"2015"	"May"	"5"	"Saturday"	"7"			2620
"Total"	"2015"	"2015"	"May"	"5"					20359
	"2015"	"2015"	"June"	"6"	"Sunday"	"1"	"Single"	"1"	1916
	"2015"	"2015"	"June"	"6"	"Sunday"	"1"	"Twin"	"2"	57
"Total"	"2015"	"2015"	"June"	"6"	"Sunday"	"1"			1973
	"2015"	"2015"	"June"	"6"	"Monday"	"2"	"Single"	"1"	3291
	"2015"	"2015"	"June"	"6"	"Monday"	"2"	"Twin"	"2"	132
	"2015"	"2015"	"June"	"6"	"Monday"	"2"	"Triplet"	"3"	12
"Total"	"2015"	"2015"	"June"	"6"	"Monday"	"2"			3435
	"2015"	"2015"	"June"	"6"	"Tuesday"	"3"	"Single"	"1"	3583
	"2015"	"2015"	"June"	"6"	"Tuesday"	"3"	"Twin"	"2"	171
"Total"	"2015"	"2015"	"June"	"6"	"Tuesday"	"3"			3760
	"2015"	"2015"	"June"	"6"	"Wednesday"	"4"	"Single"	"1"	2843
	"2015"	"2015"	"June"	"6"	"Wednesday"	"4"	"Twin"	"2"	102
"Total"	"2015"	"2015"	"June"	"6"	"Wednesday"	"4"			2948
	"2015"	"2015"	"June"	"6"	"Thursday"	"5"	"Single"	"1"	2873
	"2015"	"2015"	"June"	"6"	"Thursday"	"5"	"Twin"	"2"	122
"Total"	"2015"	"2015"	"June"	"6"	"Thursday"	"5"			2998
	"2015"	"2015"	"June"	"6"	"Friday"	"6"	"Single"	"1"	2812
	"2015"	"2015"	"June"	"6"	"Friday"	"6"	"Twin"	"2"	113
"Total"	"2015"	"2015"	"June"	"6"	"Friday"	"6"			2931
	"2015"	"2015"	"June"	"6"	"Saturday"	"7"	"Single"	"1"	2120
	"2015"	"2015"	"June"	"6"	"Saturday"	"7"	"Twin"	"2"	59
"Total"	"2015"	"2015"	"June"	"6"	"Saturday"	"7"			2179
"Total"	"2015"	"2015"	"June"	"6"					20224
	"2015"	"2015"	"July"	"7"	"Sunday"	"1"	"Single"	"1"	1905
	"2015"	"2015"	"July"	"7"	"Sunday"	"1"	"Twin"	"2"	56
"Total"	"2015"	"2015"	"July"	"7"	"Sunday"	"1"			1964
	"2015"	"2015"	"July"	"7"	"Monday"	"2"	"Single"	"1"	2705
	"2015"	"2015"	"July"	"7"	"Monday"	"2"	"Twin"	"2"	131
"Total"	"2015"	"2015"	"July"	"7"	"Monday"	"2"			2842
	"2015"	"2015"	"July"	"7"	"Tuesday"	"3"	"Single"	"1"	3008
	"2015"	"2015"	"July"	"7"	"Tuesday"	"3"	"Twin"	"2"	113
"Total"	"2015"	"2015"	"July"	"7"	"Tuesday"	"3"			3128
